descrip1art,codbarras,principio_activo,concentracion,forma_farmaceutica,blister,origen,generico,fabricante,cantidad_presentacion,usuario,status,usuario_root,status2,PA_Alter_FF,PA_Alter_CON,LastUpdated,timestamp2,timestamp1,principio_activo_Des,concentracion_Des,forma_farmaceutica_Des,origen_Des,fabricante_Des,principio_activo_Score,concentracion_Score,forma_farmaceutica_Score,blister_Score,origen_Score,generico_Score,fabricante_Score,cantidad_presentacion_Score,Score_Final,blister_Des,generico_Des,cantidad_presentacion_Des,patrocinador,patrocinador_Des,patrocinador_Score,origen_dato,codigo_atc,indicaciones,contraindicaciones,almacenamiento,requiere_recipe,marca,marca_Des,marca_Score,contenido_neto,contenido_neto_Des,contenido_neto_Score,codigo_atc_Des,codigo_atc_Score,requiere_recipe_Des,requiere_recipe_Score,segmento_etario,segmento_etario_Des,segmento_etario_Score,es_medicamento,es_medicamento_Score,url_imagen,clasificacion_insumo_Des,elasticidad_demanda,elasticidad_demanda_Des
Dexametasona 8 mg/2 ml inyectable (IM/IV),756058829963,384,,,,,,,1,,,,,,,2026-06-19 16:27:45.760000,,,Dexametasona,8 mg/2 ml,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Compresa de frío y calor Dynamics de 17 x 25 cm.,757817310227,,,,,,,,1,,,,,,,2026-06-19 16:27:45.760000,,,,,,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Dynamics,,,,,,,,,NO_DEFINIDO,,,False,,,Material Médico,,
DEFLANUV 6 mg x 10 tabletas (Deflazacort) NUVILLE,7581441131124,374,,27,,,,,10,,,,,,,2026-06-19 16:27:45.763333,,,Deflazacort,6 mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,DEFLANUV (NUVILLE),,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Nuvimox 875mg/125mg (Amoxicilina/Ácido Clavulánico) x 10 tabletas Nuville,7581441131155,132,,27,,,,,10,,,,,,,2026-06-19 16:27:45.760000,,,Amoxicilina/Ácido Clavulánico,875mg/125mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,Nuvimox (Nuville),,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
NUVIMOX (AMOXICILINA/ACIDO CLAVULANICO) 875/125MG X 10 TABLETAS,75814411311555,,,,,,,,10,,,,,,,2026-06-19 20:43:46.750000,,,Amoxicilina/Ácido Clavulánico,875/125mg,Tableta,,,,,,,,,,,,,,10 tabletas,,,,IA_FULL_ATTR_V1,,,,,,,NUVIMOX,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Otinuv solución ótica con dexametasona, neomicina y polimixina, 5 ml.",7581441131582,2308,1191,113,,,,1113,1,,True,,,,,2025-03-13 20:30:00.683333,,,"Dexametasona, Neomicina, Polimixina",,Gotas,,NUVILLE,,,,,,,,,,0,0,5 ml,,,,IA_FULL_ATTR_V1,S02CA06,,,,True,,Otinuv,,142,5 ml,,,,False,,ADULTO,,,True,,,Medicamento,,
Otinuv Gotas 5 mL,758144131582,,,,,,,,1,,,,,,,2026-06-19 20:43:46.746666,,,,,Gotas,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Otinuv,,,5 mL,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
GERIATECH 30 CÁPSULAS BLANDAS,7587188000066,,,,,,,,30,,,,,,,2026-06-19 20:43:46.746666,,,,,Cápsula,,,,,,,,,,,,,,30 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,GERIATECH,,,,,,,,,NO_DEFINIDO,,,False,,,Suplemento Alimenticio,,
GEMKAST 4 mg 10 comprimidos masticables,7588981001695,,,,,,,,10,,,,,,,2026-06-19 20:43:46.750000,,,,4 mg,Comprimido,,,,,,,,,,,,,,10 comprimidos,,,,IA_FULL_ATTR_V1,,,,,,,GEMKAST,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Esonuv Esomeprazol 20mg/40mg x 30 cápsulas Nuville,7589144520306,463,,68,,,,,30,,,,,,,2026-06-19 16:27:45.760000,,,Esomeprazol,20mg/40mg,Cápsula,,,,,,,,,,,,,,30 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,Esonuv (Nuville),,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
ESONUV 40 mg x 30 cápsulas (Esomeprazol) NUVILLE,7589144520368,463,,68,,,,,30,,,,,,,2026-06-19 16:27:45.760000,,,Esomeprazol,40 mg,Cápsula,,,,,,,,,,,,,,30 cápsulas,,,,IA_FULL_ATTR_V1,,,,,,,ESONUV (NUVILLE),,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Vick VapoRub ungüento tópico 100g,7590002012475,,,136,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Ungüento,,,,,,,,,,,,,,100g,,,,IA_FULL_ATTR_V1,,,,,,,Vick VapoRub,,,100g,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
"Vick Miel 44 Exp jarabe con guaifenesina 1.6g/100ml, sabor miel, 120ml.",7590002037157,572,,15,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,Guaifenesina,1.6g/100ml,Jarabe,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Vick Miel,,,120ml,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Drene Champú Pro-Liso 200ml,7590005008208,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,200ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Champú Seco Cabello Maltratado 200ml,7590005008222,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,200ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Champú Pro-H Secomalt 370ml,7590005008239,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Champú Pro-Hidratante Cabello Quebradizo 370ml,7590005008253,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Champú Rizos Prohibidos 370ml,7590005008260,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Acondicionador Pro-Liso 200ml,7590005008406,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,200ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Acondicionador Pro-Liso 370ml,7590005008413,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene AC. Proh Secomalt 200,7590005008420,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,200ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Acondicionador Pro-Hidratante Anticaída 370ml,7590005008444,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Acondicionador,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Acondicionador Pro-Rizado 370ml,7590005008451,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene CPP Pro-Liso 240ml,7590005008550,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,240ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene CPP Proh Secmalt 240,7590005008567,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,240ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene CPP Pro Rizos 240ml,7590005008581,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,240ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Champú Anticaspa Cabello Graso 370ml,7590005008703,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Champú Anticaspa Cabello Seco 370ml,7590005008710,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene HZ Anticaída 370ml,7590005008727,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,370ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Drene Oxidante Crema 20 Volúmenes 100ml,7590005114244,,,62,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,20 Volúmenes,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Drene,,,100ml,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Crema hidratante de coco N.BIO 200ml,7590005162023,,,62,,,,,1,,True,,,,,2025-02-25 20:30:00.226666,,,,,Crema,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,False,,N.BIO,,,200ml,,,,,,ADULTO,,,False,,,Cosmético,,
Crema hidratante de coco EVERY N.BIO CR.HI COCO365,7590005162030,,,62,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.BIO,,,,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Crema hidratante facial de noche con aloe vera y miel 200cc,7590005162047,2238,,62,,,,,1,,True,,,,,2025-04-28 20:30:01.326666,,,,,Crema,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,False,,,,,200cc,,,,,,ADULTO,,,False,,,Cosmético,,
Every N.BN CR.HI AL-MI365,7590005162054,,,,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.BN,,,,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Every Night Bio Crema Hidratante Suave Leche 200cc,7590005162085,,,62,,,,,1,,True,,,,,2025-02-25 20:30:00.226666,,,,,Crema,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,False,,Every Night Bio,,,200cc,,,,,,ADULTO,,,False,,,Cosmético,,
Crema hidratante N.BIO CR.HI MILK365,7590005162092,,,62,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,N.BIO,,,,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Every N.Bio Crema de Cacao 200g,7590005162108,,,62,,,,,1,,True,,,,,2025-02-25 20:30:00.226666,,,,,Crema,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,LABORAT,Indicaciones CNIS Equivalencias Vademecum Actualidad CNIS Medicamentos Principios Activos Monografías ATC Laboratorios Indicaciones Indicaciones CNIS Equivalencias Vademecum Cerrar   X Vademecum Box C,,,False,,Every N.Bio,,,200g,,,,,,ADULTO,,,False,,,Cosmético,,
Crema de cacao N.BIO 365,7590005162115,,,62,,,,,1,,,,,,,2026-06-19 16:27:45.763333,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,N.BIO,,,,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
Every N. Jab. Ab Tropi 110,7590005162405,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Jabón de avena Every N.J. 110g,7590005162412,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.J.,,,110g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Jeringa prellenada de 110 mg de mepolizumab,7590005162429,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,Mepolizumab,110 mg,Inyectable,,,,,,,,,,,,,,1 jeringa,,,,IA_FULL_ATTR_V1,,,,,,,,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Jabón de coco 110 g,7590005162436,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,110 g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Vacuna Moderna COVID-19,7590005162443,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,Vacuna COVID-19,,Inyectable,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Moderna,,,,,,,,,NO_DEFINIDO,,,True,,,Medicamento,,
Jabón de coco Every N.BN 110g x 3 unidades,7590005162627,,,,,,,,3,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,Every N.BN,,,110g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
JABÓN LÍQUIDO TROPICAL 110ML,7590005162634,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Líquido,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,,,,110ML,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Aven Jabón Líquido 110ml,7590005162641,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Líquido,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Aven,,,110ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
"Jabón de manos antibacteriano de 110 ml, pack de 3 unidades",7590005162658,,,,,,,,3,,,,,,,2026-06-19 16:27:45.766666,,,,,Líquido,,,,,,,,,,,,,,3 unidades,,,,IA_FULL_ATTR_V1,,,,,,,,,,110 ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Desodorante Every Night Bio Fresh Green Apple 90g,7590005162757,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every Night Bio Fresh,,,90g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Desodorante Every Night Happy Coconut 90g,7590005162764,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every Night Happy Coconut,,,90g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Desodorante Every Night Pure Vainilla Rose 90g,7590005162771,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every Night Pure Vainilla Rose,,,90g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
N.D.BOL.BIO BABY P.,7590005162801,,,,,,,,1,,True,,,,,2024-11-01 20:30:00.983333,,,,,,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,False,,N.D.BOL.BIO,,,,,,,,,ADULTO,,,False,,,Higiene Personal,,
Every Night Desodorante Bio Natural 90g,7590005162818,,,,,,,,1,,True,,,,,2024-11-01 20:30:00.983333,,,,,Barra,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,False,,Every Night,,,90g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Desodorante Every Night Bio Spring Fresh 90g,7590005162825,,,,,,,,1,,True,,,,,2024-11-01 20:30:00.983333,,,,,Barra,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,False,,Every Night Bio,,,90g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Desodorante en polvo Every Night Bio 90g,7590005162832,,,20,,,,,1,,True,,,,,2024-11-01 20:30:00.983333,,,,,Polvo,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,A01AA01,Indicaciones CNIS Equivalencias Vademecum Actualidad CNIS Medicamentos Principios Activos Monografías ATC Laboratorios Indicaciones Indicaciones CNIS Equivalencias Vademecum Cerrar   X Vademecum Box C,,,False,,Every Night Bio,,,90g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio D.Bol Color 90,7590005162849,,,,,,,,1,,True,,,,,2024-11-01 20:30:00.983333,,,,,Barra,,,,,,,,,,,,0,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,False,,Every N.Bio,,,90g,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Everyday BB Pink Bar 50,7590005162948,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Everyday BB,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.D. Powder Bar 50,7590005162955,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Barra,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.D.,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
EVERY N.CH. NIÑO PROTEI210,7590005163389,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.CH.,,,210ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every Niño Proteína 365,7590005163402,,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every Niño Manzanilla 365,7590005163419,728,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Ch.Niña Manzanilla 210,7590005163464,728,,,,,,,1,,,,,,,2026-06-19 16:27:45.766666,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Ch.Niña,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every Niño Coco 210,7590005163549,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every Niño,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every Niño Coco 365,7590005163648,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every Niño,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
E. Night Bio Champú Té Verde & Aloe Vera 210 cc,7590005164294,2238,,93,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,E. Night Bio,,,210 cc,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Ch. Ext. Fru. 210,7590005164324,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Champú,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Ch.Ext.Fru365,7590005164331,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Ch.Te-Aloe365,7590005164348,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Champú Coco 210ml,7590005164355,,,93,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,210ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Ch.Coco 365,7590005164362,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Chocolate Cacao 210,7590005164379,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,210ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Chocolate Cacao 365,7590005164386,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Cereal 210,7590005164393,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,210ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Cereal 365,7590005164409,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.BN Ac.Ext.Fru210,7590005164508,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.BN,,,210ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Ácido Ext. Fruta 365,7590005164515,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Aloe Vera 365,7590005164522,2238,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Cereal N.BIO AC. 365,7590005164553,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,N.BIO,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Pei Te-Alo 300,7590005164706,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,300ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Pei Coco 300,7590005164713,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,300ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Pei Cacao 300,7590005164720,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Pei Cereal 300,7590005164737,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Solución,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,300ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Tratamiento Capilar Coco 350ml,7590005164805,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,350ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Tratamiento Cacao 350,7590005164812,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Every N.Bio Tratamiento Cereales 350ml,7590005164829,,,,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every N.Bio,,,350ml,,,,,,NO_DEFINIDO,,,False,,,Higiene Personal,,
Fijador Crema Every Night 45g,7590005168018,,,62,,,,,1,,,,,,,2026-06-19 16:27:45.770000,,,,,Crema,,,,,,,,,,,,,,1 unidad,,,,IA_FULL_ATTR_V1,,,,,,,Every Night,,,45g,,,,,,NO_DEFINIDO,,,False,,,Cosmético,,
